"spirits" "unemp" "income" "emppop" "beertax" "baptist" "mormon" "drinkage" "dry" "youngdrivers" "miles" "fatal" "pop" "pop1517" "pop1820" "pop2124" "milestot" "unempus" "emppopus" "gsp"
"1" 1.37000000476837 14.3999996185303 10544.15234375 50.6920394897461 1.53937947750092 30.3556995391846 0.328289985656738 19 25.0062999725342 0.211572006344795 7233.88720703125 839 3942002.25 208999.59375 221553.4375 290000.0625 28516 9.69999980926514 57.7999992370605 -0.0221247598528862
"2" 1.36000001430511 13.6999998092651 10732.7978515625 52.147029876709 1.78899073600769 30.3335990905762 0.343409985303879 19 22.9941997528076 0.21076799929142 7836.34765625 930 3960008 202000.078125 219125.46875 290000.15625 31032 9.60000038146973 57.9000015258789 0.046558253467083
"3" 1.32000005245209 11.1000003814697 11108.791015625 54.1680870056152 1.71428561210632 30.3115005493164 0.359239995479584 19 24.0426006317139 0.211484000086784 8262.990234375 932 3988991.75 196999.96875 216724.09375 288000.15625 32961 7.5 59.5000038146973 0.062797836959362
"4" 1.27999997138977 8.89999961853027 11332.626953125 55.2711372375488 1.65254235267639 30.2894992828369 0.375789999961853 19.6700000762939 23.6338996887207 0.211140006780624 8726.9169921875 882 4021007.75 194999.734375 214349.03125 284000.3125 35091 7.19999980926514 60.1000022888184 0.0274899732321501
"5" 1.23000001907349 9.80000019073486 11661.5068359375 56.5144958496094 1.60990703105927 30.2674007415771 0.393110007047653 21 23.4647006988525 0.21340000629425 8952.853515625 1081 4049993.75 203999.890625 212000 263000.28125 36259 7 60.7000007629395 0.032142948359251
"6" 1.17999994754791 7.80000019073486 11944 57.509880065918 1.55999994277954 30.2453002929688 0.411229997873306 21 23.7924003601074 0.21552699804306 9166.3017578125 1110 4082999 204999.8125 208998.453125 258999.765625 37426 6.19999980926514 61.5 0.0489763729274273
"7" 1.16999995708466 7.19999980926514 12368.6240234375 56.834529876709 1.50144362449646 30.2233009338379 0.430180013179779 21 23.7924003601074 0.21832799911499 9674.3232421875 1023 4101992.25 201000.125 193000.515625 262999.78125 39684 5.5 62.3000030517578 0.0353918187320232
"8" 1.97000002861023 9.89999961853027 12309.0693359375 56.8932952880859 0.214797139167786 3.958899974823 4.91909980773926 19 0 0.209012001752853 6810.15673828125 724 2896996.5 140999.984375 156378.703125 217999.984375 19729 9.69999980926514 57.7999992370605 -0.0431818999350071
"9" 1.89999997615814 9.10000038146973 12693.8076171875 57.5536308288574 0.206422030925751 3.89010000228882 4.83106994628906 19 0 0.203854992985725 6587.49462890625 675 2977004.25 138999.890625 157521.4375 218999.890625 19611 9.60000038146973 57.9000015258789 0.0762055367231369
"10" 2.14000010490417 5 13265.93359375 60.379020690918 0.296703308820724 3.8225998878479 4.74460983276367 19 0 0.209126994013786 6709.97021484375 869 3071995.75 138000.078125 158672.53125 219999.96875 20613 7.5 59.5000038146973 0.106213971972466
"11" 1.86000001430511 6.5 13726.6953125 58.6485328674316 0.381355941295624 3.75620007514954 4.65970993041992 21 0 0.188427999615669 6771.2626953125 893 3186998 140000.0625 159832.03125 220000 21580 7.19999980926514 60.1000022888184 0.0781956017017365
"12" 1.77999997138977 6.90000009536743 14107.3271484375 60.2801818847656 0.371517032384872 3.69099998474121 4.5763201713562 21 0 0.17153899371624 8129.0078125 1007 3278998 148000.140625 161000 210999.90625 26655 7 60.7000007629395 0.0677125155925751
"13" 1.72000002861023 6.19999980926514 14241 60.2150573730469 0.360000014305115 3.62689995765686 4.49442005157471 21 0 0.168724000453949 9370.654296875 937 3385996.25 149000.21875 162000.296875 211999.90625 31729 6.19999980926514 61.5 0.0641113221645355
"14" 1.67999994754791 6.30000019073486 14408.0849609375 60.4976654052734 0.346487015485764 3.56399989128113 4.41399002075195 21 0 0.16100500524044 9815.720703125 944 3488995 147999.9375 157000.65625 218000.046875 34247 5.5 62.3000030517578 0.0265678428113461
"15" 1.19000005722046 9.80000019073486 10267.302734375 54.4758567810059 0.650358021259308 22.9671993255615 0.328289985656738 21 36.7127990722656 0.20490300655365 7208.50048828125 550 2306998.5 121999.9921875 121269.5 157000.015625 16630 9.69999980926514 57.7999992370605 -0.0347338244318962
"16" 1.20000004768372 10.1000003814697 10433.486328125 53.8147926330566 0.67545872926712 23.0009002685547 0.343409985303879 21 36.4300994873047 0.194168999791145 7175.9169921875 557 2324999 118000.0703125 120698.1015625 159000.171875 16684 9.60000038146973 57.9000015258789 0.040144395083189
"17" 1.22000002861023 8.89999961853027 10916.4833984375 54.6712799072266 0.598901093006134 23.0345993041992 0.359239995479584 21 36.1040000915527 0.186379998922348 7084.81982421875 525 2346001.75 115000.0703125 120129.390625 162000.09375 16621 7.5 59.5000038146973 0.0835973173379898
"18" 1.12000000476837 8.69999980926514 11149.3642578125 54.9771194458008 0.577330529689789 23.0683994293213 0.375789999961853 21 35.9049987792969 0.189291998744011 7253.91796875 534 2359001 113000.0234375 119563.3671875 161000.125 17112 7.19999980926514 60.1000022888184 0.00460217893123627
"19" 0.920000016689301 8.69999980926514 11399.380859375 55.5618629455566 0.562435507774353 23.1021995544434 0.393110007047653 21 39.5695991516113 0.161956995725632 7468.9990234375 603 2371000.5 115000.078125 119000 145000.015625 17709 7 60.7000007629395 0.0297692362219095
"20" 1.00999999046326 8.10000038146973 11537 56.3308944702148 0.545000016689301 23.136100769043 0.411229997873306 21 39.287899017334 0.164131999015808 7665.83056640625 639 2387999.5 115999.9921875 117000.875 142000.140625 18306 6.19999980926514 61.5 0.0019300312269479
"21" 0.990000009536743 7.69999980926514 11760.3466796875 57.3669509887695 0.52454286813736 23.1700000762939 0.430180013179779 21 39.287899017334 0.167540997266769 8024.62548828125 610 2395002.75 114000.03125 109999.1015625 145999.921875 19219 5.5 62.3000030517578 0.0337335057556629
"22" 2.21000003814697 9.89999961853027 15797.1357421875 59.5159301757812 0.107398569583893 1.72309994697571 1.67853999137878 21 0 0.190195992588997 6858.6767578125 4615 24785976 1157001.75 1321004.375 1892998.125 169999 9.69999980926514 57.7999992370605 -0.0116860223934054
"23" 2.15000009536743 9.69999980926514 15970.18359375 59.2523345947266 0.103211015462875 1.73469996452332 1.66791999340057 21 0 0.183568999171257 7216.29150390625 4573 25311062 1126000.5 1309863.125 1886001.75 182652 9.60000038146973 57.9000015258789 0.0530366823077202
"24" 2.0699999332428 7.80000019073486 16590.109375 60.6982574462891 0.0989011004567146 1.74639999866486 1.65735995769501 21 0 0.174131006002426 7619.17578125 5020 25795048 1104999.875 1298815.875 1873999.125 196537 7.5 59.5000038146973 0.0724609941244125
"25" 1.97000002861023 7.19999980926514 16985.169921875 61.3317070007324 0.0953389853239059 1.75820004940033 1.6468700170517 21 0 0.167896002531052 7874.06689453125 4960 26365028 1106000.25 1287861.75 1854998.5 207600 7.19999980926514 60.1000022888184 0.0483305044472218
"26" 1.85000002384186 6.69999980926514 17356.037109375 62.0084686279297 0.0928792580962181 1.77009999752045 1.63644003868103 21 0 0.164370998740196 8034.91015625 5253 27001048 1172000.25 1277000 1766998.875 216951 7 60.7000007629395 0.0466814301908016
